iter	Passed	Remaining
1657	361613	74591
1658	361805	74367
1659	361999	74144
1660	362204	73923
1661	362458	73712
1662	362654	73490
1663	362890	73276
1664	363087	73053
1665	363365	72847
1666	363532	72619
1667	363808	72412
1668	364108	72210
1669	364287	71985
1670	364499	71765
1671	364748	71553
1672	365015	71344
1673	365259	71131
1674	365559	70929
1675	365836	70722
1676	366023	70498
1677	366187	70269
1678	366371	70044
1679	366621	69832
1680	366800	69606
1681	366987	69382
1682	367149	69154
1683	367317	68926
1684	367474	68696
1685	367650	68471
1686	367819	68243
1687	368011	68021
1688	368439	67841
1689	368581	67609
1690	368733	67379
1691	368895	67151
1692	369054	66922
1693	369243	66699
1694	369472	66483
1695	369706	66268
1696	369989	66061
1697	370198	65842
1698	370374	65616
1699	370568	65394
1700	370723	65165
1701	370906	64941
1702	371124	64723
1703	371344	64505
1704	371581	64291
1705	371793	64072
1706	371995	63851
1707	372192	63630
1708	372380	63407
1709	372556	63182
1710	372700	62951
1711	372867	62725
1712	373051	62501
1713	373254	62281
1714	373505	62069
1715	373700	61847
1716	373895	61626
1717	374084	61403
1718	374264	61179
1719	374471	60960
1720	374686	60742
1721	374870	60519
1722	375069	60298
1723	375249	60074
1724	375457	59855
1725	375720	59645
1726	376198	59468
1727	376363	59242
1728	376527	59016
1729	376714	58793
1730	376884	58568
1731	377065	58345
1732	377233	58119
1733	377452	57902
1734	377743	57695
1735	377958	57477
1736	378171	57259
1737	378407	57044
1738	378662	56832
1739	378915	56619
1740	379148	56404
1741	379326	56180
1742	379561	55965
1743	379738	55741
1744	379921	55518
1745	380108	55296
1746	380308	55076
1747	380477	54851
1748	380714	54636
1749	380887	54412
1750	381095	54193
1751	381380	53985
1752	381585	53765
1753	381793	53546
1754	381973	53323
1755	382133	53098
1756	382291	52872
1757	382512	52655
1758	382761	52442
1759	382992	52226
1760	383211	52008
1761	383437	51792
1762	383668	51576
1763	383843	51353
1764	384012	51129
1765	384188	50906
1766	384375	50684
1767	384578	50465
1768	384786	50246
1769	384954	50022
1770	385125	49798
1771	385296	49575
1772	385518	49358
1773	385703	49136
1774	385880	48914
1775	386047	48690
1776	386175	48462
1777	386404	48246
1778	386681	48036
1779	386932	47823
1780	387182	47609
1781	387522	47407
1782	387888	47207
1783	388125	46992
1784	388309	46771
1785	388519	46552
1786	388682	46328
1787	388852	46105
1788	389017	45881
1789	389192	45659
1790	389359	45436
1791	389544	45214
1792	389709	44991
1793	389864	44767
1794	390037	44544
1795	390206	44321
1796	390423	44104
1797	390609	43883
1798	390791	43662
1799	390993	43443
1800	391255	43231
1801	391503	43017
1802	391727	42801
1803	392192	42610
1804	392475	42400
1805	392660	42179
1806	392891	41963
1807	393074	41742
1808	393343	41530
1809	393601	41317
1810	393790	41096
1811	394016	40880
1812	394210	40660
1813	394374	40437
1814	394571	40218
1815	394744	39996
1816	394918	39774
1817	395111	39554
1818	395314	39335
1819	395502	39115
1820	395668	38893
1821	395849	38672
1822	396032	38451
1823	396316	38241
1824	396544	38024
1825	396735	37805
1826	396944	37586
1827	397290	37381
1828	397476	37161
1829	397654	36940
1830	397818	36718
1831	397999	36497
1832	398132	36272
1833	398294	36050
1834	398479	35830
1835	398652	35609
1836	398817	35387
1837	399001	35167
1838	399161	34945
1839	399329	34724
1840	399491	34502
1841	399661	34281
1842	399824	34059
1843	399999	33839
1844	400183	33619
1845	400354	33399
1846	400515	33177
1847	400677	32956
1848	400833	32734
1849	401021	32515
1850	401253	32299
1851	401417	32078
1852	401598	31859
1853	401763	31638
1854	401941	31418
1855	402131	31199
1856	402295	30979
1857	402460	30758
1858	402655	30540
1859	402859	30322
1860	403021	30102
1861	403193	29882
1862	403373	29663
1863	403542	29443
1864	403703	29222
1865	403874	29002
1866	404051	28783
1867	404253	28566
1868	404462	28349
1869	404635	28129
1870	404806	27910
1871	404986	27691
1872	405147	27471
1873	405316	27251
1874	405486	27032
1875	405672	26814
1876	405833	26594
1877	406013	26375
1878	406184	26156
1879	406362	25938
1880	406621	25724
1881	406792	25505
1882	406962	25286
1883	407130	25067
1884	407291	24848
1885	407460	24629
1886	407617	24409
1887	407779	24190
1888	407948	23971
1889	408108	23752
1890	408274	23533
1891	408454	23315
1892	408591	23095
1893	408767	22877
1894	408931	22658
1895	409072	22438
1896	409239	22220
1897	409399	22001
1898	409573	21783
1899	409933	21575
1900	410145	21359
1901	410341	21142
1902	410514	20924
1903	410678	20706
1904	410823	20487
1905	411015	20270
1906	411206	20053
1907	411399	19836
1908	411574	19619
1909	411740	19401
1910	411896	19183
1911	412052	18964
1912	412225	18747
1913	412386	18529
1914	412548	18311
1915	412706	18093
1916	412875	17876
1917	413065	17659
1918	413213	17441
1919	413385	17224
1920	413538	17006
1921	413719	16789
1922	413888	16572
1923	414061	16355
1924	414214	16138
1925	414389	15921
1926	414563	15704
1927	414737	15488
1928	414897	15270
1929	415012	15052
1930	415193	14836
1931	415380	14620
1932	415560	14403
1933	415735	14187
1934	415919	13971
1935	416105	13755
1936	416287	13539
1937	416510	13324
1938	416715	13109
1939	416899	12893
1940	417076	12677
1941	417297	12463
1942	417466	12246
1943	417638	12030
1944	417788	11814
1945	417946	11597
1946	418103	11381
1947	418280	11165
1948	418447	10949
1949	418622	10733
1950	418789	10518
1951	418958	10302
1952	419123	10086
1953	419300	9870
1954	419464	9655
1955	419640	9439
1956	419797	9223
1957	419957	9008
1958	420115	8792
1959	420271	8576
1960	420429	8361
1961	420592	8146
1962	420752	7930
1963	420910	7715
1964	421113	7500
1965	421306	7286
1966	421482	7071
1967	421664	6856
1968	421829	6641
1969	421970	6425
1970	422099	6210
1971	422253	5995
1972	422414	5780
1973	422563	5565
1974	422703	5350
1975	422860	5135
1976	423016	4921
1977	423168	4706
1978	423338	4492
1979	423496	4277
1980	423617	4062
1981	423959	3850
1982	424127	3635
1983	424301	3421
1984	424463	3207
1985	424647	2993
1986	424809	2779
1987	424967	2565
1988	425126	2351
1989	425291	2137
1990	425504	1923
1991	425711	1709
1992	425964	1496
1993	426164	1282
1994	426436	1068
1995	426646	855
1996	426840	641
1997	427005	427
1998	427166	213
1999	427334	0
